,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,mean,std,min,max,median,mode,q1,q2,q3
proportional_fairness,92.66542852972631,89.01058664338312,93.47848863467883,88.10507613210557,89.79012147061867,89.76889336967021,90.1576642811725,91.86508920420417,87.29454540793813,87.15769760552035,86.66738525454261,88.55332318778326,87.42103218328967,88.43689836395727,92.38841510112414,88.48312636909961,91.46459219367503,88.50934028260991,87.42194976765153,89.32390394106564,90.81985180319693,88.83584439138178,91.29268889691369,91.56266531524794,92.50164184270155,86.30931823625268,87.76224788259162,89.73980799531537,90.48329388675612,84.09608081587099,91.73151477060564,91.38997675344027,88.60261386148302,90.3914396496092,86.53360550043107,91.97828657421516,91.66875645407121,89.46201276703565,90.40757748213521,89.48234455212062,91.26001880230542,87.3558439228964,92.61916044324371,87.01143945255498,86.51372011832063,90.24375895609852,92.38401361751889,84.76521660499249,88.2466640247132,90.42310209178336,88.49746970331267,90.12521970009443,89.8816646959744,90.56248065018599,87.50772502039945,88.6043793984008,87.83244678060801,89.71616287016506,85.83993821023685,91.02195428320215,92.28908361702817,89.24295633584637,88.75223932738909,88.83660959364607,91.94174099409429,90.53473204437304,84.77726945707478,88.06996796894951,89.460812413365,92.58733177783738,90.1227252601832,87.75760177005832,91.75218847764717,88.63901450369701,88.52246563287767,88.91616062632862,89.96871981388092,91.6678140881978,87.25277251389876,87.42469175206462,88.479764443159,87.16479672359768,87.66756134117989,88.75819452333101,91.4226383857227,86.14680914383486,91.6126676516608,86.94663711054247,89.17435645031628,87.67716247261666,84.90911141110045,89.33997502516148,88.7101931273565,90.77080440160611,90.08913359744,85.91081348077799,87.2104100769001,90.62508646456139,95.92314665709644,87.09339208199077,87.38845906719008,88.09378315706489,88.23573767218407,89.37652536242396,88.38322790831229,90.02932757530745,86.54585104833734,85.64842613497936,92.5396516751607,89.10849745150303,89.09434174711795,89.13517349120562,88.81194725772865,86.28874776995917,91.71071666006424,87.84459110886488,86.4750918789755,89.75642415586809,86.37968578510002,91.21890498829816,90.25101884206018,87.34058018170678,88.04981762169339,91.53933936980569,85.70875756481159,87.19400055514004,87.9390568589519,90.85763103450168,86.29276868868203,92.53789671375536,85.81645614321087,86.77289186629257,93.13043073177096,86.7240186316046,88.39167857263368,92.2426816340033,86.39975077071846,85.7786858358672,90.32886498546468,88.91277332254815,87.51946718859298,90.61673432653572,88.39594111887993,90.10831443430467,91.35199902201968,88.09472563627729,89.48899957394615,89.94832063899882,89.47026051386773,91.8530928779265,89.12466084261871,2.1243410371755536,84.09608081587099,95.92314665709644,88.96337363485587,84.09608081587099,87.44545006914832,88.96337363485587,90.60317090744829
"alpha_('Gas_node_3', 'Gas', 'Gas')",0.362997055946191,0.21406260706597446,0.2746671067726745,0.2621062829272746,0.3865206223133566,0.3720319557513137,0.4242643272116545,0.22907397302937046,0.3102738490917096,0.21522284599178823,0.26099784509239343,0.33049812183625504,0.21443231905136853,0.2561982465264436,0.3655319877177564,0.34009381489821977,0.2614348067826649,0.35083800177152025,0.4042059426987052,0.20957529934596197,0.4033305866442727,0.3772289893451462,0.29047672520396123,0.24568823075437585,0.4400284487029238,0.28959051773530076,0.23048159243534785,0.23144404974443167,0.41343263440262423,0.3543431900033344,0.4036478934417098,0.38488698509458147,0.3379816893686195,0.44388326118859944,0.29975673303530487,0.34181464902063025,0.40904769061492596,0.35792918797309325,0.41687775263533244,0.34795016001023915,0.3787882130984975,0.21910783059813252,0.26324254201793496,0.2781476423771508,0.22734157520628728,0.2644285108539137,0.23248274648891834,0.2753808013938863,0.36208990928969065,0.2964353201823484,0.29773186642913235,0.2587845042590086,0.27271542406470506,0.43504507206150855,0.3650837773837743,0.35565335577367796,0.2494840083232187,0.3847403358231647,0.24760876448789143,0.2999799990820538,0.4478604601943107,0.3631359417886321,0.34300461789097425,0.37395049443994566,0.41230730545400984,0.39610237855880975,0.26352125264409887,0.21578109912233875,0.2844658188495215,0.2729003883365103,0.25914224128532554,0.4365613147548172,0.420431512656975,0.28427791830555105,0.3668783324674789,0.30390117281710505,0.4296863357531078,0.31922568906718546,0.2722069523591279,0.26778250786502156,0.34407563572114774,0.2716885659059595,0.3497036440301862,0.4256322669852404,0.30481468244603227,0.26116335201972546,0.4498031158144148,0.331509173587175,0.23003644151092764,0.21942100940295564,0.2345789491969998,0.360092920508829,0.4000000379215825,0.3103315759522434,0.2233991159712344,0.3005045150491845,0.44945982257019945,0.3362573172520308,0.44338939873354105,0.4166529998216424,0.21078299971893946,0.38270296901291123,0.37324659345204175,0.33816160809109197,0.2726784260444964,0.3633691399757455,0.23504024687964045,0.31338709676219106,0.31798262641419967,0.4392049808311098,0.42030675274767426,0.2718455059020644,0.3293420738033923,0.25130521584050386,0.4292209882571845,0.4190137013284323,0.2803430174471486,0.36288135755551965,0.35561437925261297,0.24504823869643147,0.39283261793821667,0.3387454769009973,0.3967390584200473,0.33655773014011103,0.2081386276214135,0.28657542821793275,0.21272116235432575,0.4332135045825432,0.4210021831843399,0.4095957243171499,0.2825414239976051,0.22204106035819104,0.42082952684705943,0.4375405455402338,0.22876239678125382,0.32580408830794716,0.22477711447673618,0.39236996485835296,0.39363826566401383,0.2391220909947425,0.3232084484511325,0.3412723910631744,0.2722497268550703,0.4194777691590664,0.310568636704695,0.25933988499916066,0.33872537192014074,0.3849352911474102,0.2567590177656623,0.2835600290113369,0.325532539533185,0.07123690854546331,0.2081386276214135,0.4498031158144148,0.3299200978198237,0.2081386276214135,0.26331221967447593,0.3299200978198237,0.38492321463420304
"phi_('Gas_node_3', 'Gas', 'Gas')",25.000000000099988,25.000000000099988,23.000000000099988,21.000000000099988,35.00000000009999,29.0,28.0,19.000000000099988,51.15054101999999,19.000000000099988,23.000000000099988,25.000000000099988,25.15054101999999,23.099999999300024,27.000000000099988,30.000000000099988,22.899999999400052,26.000000000099988,27.000000000099988,17.499999999500062,27.000000000099988,25.000000000099988,25.000000000099988,21.000000000099988,29.000000000099988,29.000000000099988,21.09999999920001,18.000000000099988,26.000000000099988,47.15054101999999,34.15054101999999,25.000000000099988,39.00000000009999,46.00000000009999,26.0,25.000000000099988,31.000000000099988,25.000000000099988,25.000000000099988,34.15054101999999,25.000000000099988,22.000000000099988,24.000000000099988,25.000000000099988,24.000000000099988,41.15054101999999,18.000000000099988,39.15054101999999,25.000000000099988,25.000000000099988,25.000000000099988,25.000000000099988,21.000000000099988,25.000000000099988,29.15054101999999,25.000000000099988,56.15054101999999,30.000000000099988,25.000000000099988,24.000000000099988,29.0,28.0,25.000000000099988,25.000000000099988,47.00000000009999,37.15054101999999,54.15054101999999,21.000000000099988,25.000000000099988,23.699999999400035,32.00000000009999,52.00000000009999,25.000000000099988,22.000000000099988,35.09999999920001,29.000000000099988,45.00000000009999,23.899999999400023,32.00000000009999,23.09999999920001,46.15054101999999,25.000000000099988,43.00000000009999,35.0,25.000000000099988,25.000000000099988,25.000000000099988,32.0,19.000000000099988,35.00000000009999,22.000000000099988,46.15054101999999,32.00000000009999,25.15054101999999,21.000000000099988,53.15054101999999,39.00000000009999,28.000000000099988,25.000000000099988,25.000000000099988,40.15054101999999,26.0,29.000000000099988,25.000000000099988,25.15054101999999,29.000000000099988,33.00000000009999,42.15054101999999,25.000000000099988,35.00000000009999,28.000000000099988,21.000000000099988,25.000000000099988,54.15054101999999,25.000000000099988,45.00000000009999,41.00000000009999,28.000000000099988,49.15054101999999,25.000000000099988,39.00000000009999,36.15054101999999,25.000000000099988,30.000000000099988,35.00000000009999,23.000000000099988,58.15054101999999,25.000000000099988,44.15054101999999,45.15054101999999,31.15054101999999,33.15054101999999,28.000000000099988,56.15054101999999,55.15054101999999,25.000000000099988,29.000000000099988,37.69999999930002,41.15054101999999,48.15054101999999,25.000000000099988,26.000000000099988,23.000000000099988,33.00000000009999,24.000000000099988,20.899999999300007,45.00000000009999,31.000000000099988,21.000000000099988,51.15054101999999,30.737778477488657,9.618413723721599,17.499999999500062,58.15054101999999,26.000000000099988,25.000000000099988,25.000000000099988,26.000000000099988,35.00000000009999
"utility_of_phi_('Gas_node_3', 'Gas', 'Gas')",3.2169781232779395,1.9918043787348705,2.3660387057974592,2.221068662230964,3.9519745704752607,3.4999253973421913,4.111284477580392,1.9630400848831668,3.3900924268091988,1.8845904642420672,2.2667729988212137,2.897453983176226,1.9967450307194525,2.2353987213962854,3.335870953769139,3.179507125353734,2.2672965468255226,3.1363637233681536,3.7893588935309785,1.821839320469469,3.778442231605777,3.367778318341757,2.5472351306621057,2.1127772858670393,4.40044626829809,2.6515302940369074,2.019401753937806,1.9522046914486901,3.845883805200595,3.917316021067887,4.15865321230339,3.4518261561609904,3.4494567478938074,5.471046032720046,2.6555090639556522,3.004943934232228,4.074159776419908,3.164925796136424,3.8262213361665816,3.416220828237328,3.38472350934496,1.9684995567753665,2.308502322367908,2.448125725514315,2.0595834711435637,2.672310526990774,1.9580744456377825,2.745423854971442,3.2075982726822576,2.5965625802235213,2.607421774217856,2.3001979503720866,2.2939798334712647,4.056644139480118,3.4254585791089833,3.141825463923627,2.731717810390694,3.7009066227970733,2.2189228291509644,2.5943930187404383,4.518041755469047,3.35362960346545,3.0164760293274817,3.3324247969243013,4.89123086898757,4.186652617222445,2.8631307509342085,1.9289009753823882,2.4984240354992866,2.372298626946715,2.454979889480641,5.612297390347868,3.8702412055153252,2.407803964487591,3.6892636943798087,2.7824314060670607,5.132900282696032,2.754355668342796,2.5686935100098998,2.318202851657115,3.7376849276322632,2.397752299594332,3.7258886471962924,4.541561316900263,2.667550438094633,2.31787866802496,4.25400280197955,3.154794139859831,1.9686110927019835,2.181729826258686,2.0649241420080315,3.9742783685775374,4.000000525709794,2.7204081085312244,1.9741612431652138,3.3000677156871525,5.189429496047993,3.066320011066667,4.167079441060699,3.823454252035865,2.17786464276928,3.4794812564319386,3.51426956198392,2.9698166745962333,2.4093452766857584,3.3993063285332097,2.274635910977061,3.2299242939254795,2.783047607380028,4.766091501020302,4.05742305737426,2.287912299888036,2.886692085532009,2.726863669902614,3.9813026415919515,4.928544639718028,2.8322572220103632,3.3507858362277614,3.9951380186959717,2.2007095948398696,4.217179385143259,3.3713538801575185,3.586058770531587,3.1414964742053026,2.095946552213344,2.456053019032882,2.373328895237335,4.032798197833331,4.926309119098336,4.761489961402193,2.642201261513172,2.1757618105115015,4.064497208387257,5.826574173580602,2.50265567112668,2.854003951206864,2.1316387289961582,4.154406606138584,4.31996264438775,2.525498473663003,2.8302579647244928,3.040124279042682,2.34817268267846,4.334937496255414,2.6831831854573163,2.199715859620414,3.6306553443749836,3.7504013628795216,2.185202694653033,3.0518390182931334,3.1430355315900527,0.8947054251064412,1.821839320469469,5.826574173580602,3.028300154185082,1.821839320469469,2.37255619401937,3.028300154185082,3.786629728049678
"utility_of_demand_('Gas_node_3', 'Gas', 'Gas')",7.05254393303412,3.1642959682354985,4.384432954772858,4.097868688736885,8.004270920974664,7.403906074638082,9.806884770706823,3.430516849063758,5.3104156731550995,3.1841142732952075,4.073498422122404,5.920983490899397,3.170597675414747,3.9696352542971836,7.149408086145892,6.234757380097527,4.083088168427692,6.605859986083824,8.803460700085543,3.0888014446142744,8.762089207289723,7.6138914104093045,4.773769615491734,3.7513541782916104,10.67512000566377,4.751058042540353,3.456600968852954,3.474550014745019,9.251598124487185,6.731644902300474,8.777063398745383,7.934213306707136,6.164294719120942,10.898875533435461,5.018216435289859,6.292761182582145,9.035847318044189,6.86280865157672,9.424714572832537,6.503996602552967,7.678045433257365,3.251382670128426,4.123001978486473,4.467326072060137,3.3986844111815904,4.149399241371475,3.4940254490669864,4.4013041401584925,7.018200064909822,4.92932040632081,4.963832912278541,4.025268388900535,4.338626197948917,10.39265037170309,7.13218488748908,6.779273173173073,3.828767794288997,7.9279544079135515,3.7903251866472747,5.024249229214271,11.134651905007765,7.057816857864764,6.333186515650283,7.4807413692496185,9.195742432868595,8.427813498775638,4.129190377279466,3.1936941035003996,4.621826184964796,4.3429467748124875,4.033024826963666,10.477794267533154,9.606685118185045,4.6171552093784936,7.2013940454290255,5.131391988148798,10.097238864637855,5.5724926140525985,4.3267709539525345,4.224970827080217,6.369792879909564,4.314717890573918,6.565658690718774,9.879342214516399,5.156679245120141,4.07712805451974,11.251663794467845,5.953285885326099,3.448330655615009,3.2568668533952416,3.5336620696773156,6.94318380319213,8.606448595613003,5.312065579958642,3.32733920218812,5.038450540426628,11.230897145724228,6.107358783199732,10.869949010119742,9.413322670836093,3.108940852163295,7.841509916755069,7.452458761824505,6.170265835154184,4.33776247792688,7.066679303463104,3.5424448281447325,5.400131836002962,5.5353411208179715,10.627919893126782,9.60023766304818,4.318363372463951,5.884263289625858,3.866475823602991,10.071985348637233,9.53366848617627,4.520415710568615,7.048154348384637,6.777851413595184,3.7384568273039824,8.280818971761262,6.189683057251375,8.456737989522235,6.117239958024074,3.0650135873427877,4.674593941229661,3.1415361494182714,10.29072172517135,9.636231990539386,9.062534468378315,4.574210885173751,3.303111391597041,9.627283010646785,10.533152878993947,3.424769793910592,5.773293193386476,3.35210444275231,8.260228147285119,8.316797694344709,3.6211174271846036,5.693213206079196,6.274425410853772,4.327767011178518,9.557506463387503,5.318846453242691,4.037316537028269,6.189013428515175,7.936276060396074,3.9816323819046717,4.599352797451512,6.200867741236208,2.3645615862635925,3.0650135873427877,11.251663794467845,5.902623390262628,3.0650135873427877,4.124549078184721,5.902623390262628,7.935760371973839
"alpha_('Gas_node_4', 'Gas', 'Gas')",0.4492242040546009,0.36553044117180356,0.31419546034087575,0.33346038386702714,0.2373314170784676,0.2624666344964495,0.2899519402645432,0.3506060333540334,0.26377981118141025,0.261380693991058,0.2252087240485895,0.360979356842272,0.2634954883958238,0.42747381115268546,0.41637562102150816,0.22517582161300959,0.2656923233710444,0.3701602134590184,0.2599310021065943,0.24007239213094606,0.4347686519167547,0.34642084582204896,0.3225754567779789,0.39819174844807864,0.40373727225863437,0.25415536324131915,0.23149602936906677,0.3124868066153059,0.3106754582200288,0.32120677953209004,0.38472798590906776,0.3712235662638963,0.4465616472351102,0.23185649196723482,0.3055953987815899,0.29024695154773905,0.4168694228119166,0.26827429534227726,0.2541066394060527,0.31674392399475115,0.3102641094958596,0.2755193430672664,0.26855308296662117,0.4317995812645055,0.31541489260095795,0.41679102299426773,0.3413988557378432,0.2202626110768312,0.45022607034324497,0.41065308662338035,0.44288469276582376,0.4325513566811702,0.41372384602202766,0.24831381321038876,0.32571940880925415,0.25981234532588166,0.30521216691398734,0.22221322095325616,0.29986308404000445,0.4468388637322056,0.27228522130092964,0.3980587139123332,0.31829402824300834,0.3105370146040155,0.4400537961443848,0.44929045993303385,0.3427182415935218,0.3821421659318294,0.24552275044643312,0.27992197689988235,0.4428151500685241,0.3483933024938605,0.33942811681312407,0.38930927583588515,0.2218568621527739,0.3496046488968546,0.32989093281969006,0.41469930183250436,0.24616169325253073,0.4408928061537268,0.22741901917431825,0.2530439705417273,0.35223650980348675,0.3716715229936315,0.2650134241482257,0.2370605152207829,0.42380564494497563,0.2676826003039627,0.3521114428165062,0.3581380781045018,0.3096201194774155,0.3494821629241929,0.3347225302449468,0.43457279687531,0.25751242994026524,0.38160489251135415,0.26585747491408107,0.30393848926220013,0.370817710045497,0.28071929214321995,0.2846413523762974,0.3902519529612511,0.22558445095314134,0.3190884106827453,0.4500253564631168,0.4494537789600749,0.22575839879455104,0.2596686052935306,0.2722845805354973,0.4342220732256751,0.42152147570159293,0.42113510677825317,0.29757336631030545,0.246237832163393,0.41009977700468925,0.37853807784117877,0.35627069041197035,0.4473052946242767,0.36652385941308163,0.20989632117368306,0.40606604235198795,0.28056940953327464,0.36880542450777715,0.43559663295193,0.24055216612895233,0.23597990970959037,0.23394552099676283,0.3421014105504794,0.2740172066651115,0.3546107500721263,0.38194919416244466,0.2573519885081746,0.3617392812337433,0.27198969775521126,0.32642012096100886,0.42745356543762797,0.413095540102673,0.23037314857356658,0.31067476726944726,0.2750672862908738,0.20885947503487842,0.39491929965995765,0.36243628265785444,0.271497955614086,0.38767437218353845,0.3417273340810373,0.3116713091609167,0.2103439351850616,0.22623911168188113,0.42206498973595463,0.3295547262678211,0.07231845569760557,0.20885947503487842,0.45022607034324497,0.3241474327936165,0.20885947503487842,0.26518314895393036,0.3241474327936165,0.3900162836799096
"phi_('Gas_node_4', 'Gas', 'Gas')",35.0000000001,28.000000000100002,26.899999999400023,27.000000000100002,20.349458979500014,30.000000000100002,26.000000000099988,30.000000000100002,26.000000000099988,23.000000000099988,20.000000000099988,30.89999999940001,25.000000000099988,39.0000000001,34.0000000001,20.000000000099988,23.000000000099988,30.09999999930001,25.000000000099988,20.000000000099988,34.0000000001,30.000000000100002,28.000000000100002,35.0000000001,34.0000000001,25.000000000099988,22.000000000099988,25.000000000099988,24.000000000099988,30.000000000100002,29.000000000100002,31.000000000100002,35.0000000001,24.000000000099988,26.099999999300024,24.499999999200014,36.0000000001,23.099999999300024,26.000000000099988,31.000000000100002,22.099999999300024,28.000000000100002,24.000000000099988,40.0000000001,29.14945897930002,31.000000000100002,26.000000000099988,22.000000000099988,38.0000000001,34.09999999930001,36.09999999930001,44.0000000001,32.0000000001,20.000000000099988,26.000000000099988,28.000000000100002,25.749458979400032,21.000000000099988,30.000000000100002,36.0000000001,22.499999999200014,39.499999999200014,27.000000000100002,27.09999999930001,43.0000000001,40.54945897940004,31.000000000100002,37.0000000001,23.000000000099988,24.000000000099988,34.0000000001,27.000000000100002,23.299999999300013,29.099999999300024,21.000000000099988,34.0000000001,29.000000000100002,31.000000000100002,29.000000000100002,39.0000000001,19.349458979200023,27.000000000100002,33.0000000001,34.0000000001,23.499999999500034,23.000000000099988,34.0000000001,32.0000000001,29.000000000100002,31.000000000100002,29.000000000100002,33.0000000001,27.000000000100002,33.64945897920002,24.000000000099988,31.000000000100002,25.000000000099988,25.000000000099988,30.09999999930001,28.000000000100002,30.000000000100002,33.0000000001,21.000000000099988,28.000000000100002,36.0000000001,36.0000000001,24.000000000099988,27.000000000100002,26.000000000099988,40.0000000001,31.000000000100002,32.0000000001,23.000000000099988,26.000000000099988,38.0000000001,40.49999999910001,40.14945897930005,34.0000000001,38.14945897930002,23.000000000099988,37.0000000001,25.000000000099988,34.0000000001,38.0000000001,24.000000000099988,19.000000000099988,22.000000000099988,32.0000000001,28.000000000100002,28.000000000100002,36.0000000001,26.000000000099988,39.099999999299996,24.000000000099988,33.94945897930002,34.0000000001,37.0000000001,22.000000000099988,29.94945897930002,29.000000000100002,16.899999999400023,30.000000000100002,31.000000000100002,21.000000000099988,30.899999999400023,27.000000000100002,26.949458979300033,19.000000000099988,19.000000000099988,35.94945897930002,29.13529005166467,5.863910224939973,16.899999999400023,44.0000000001,29.000000000100002,34.0000000001,24.624999999425008,29.000000000100002,34.0000000001
"utility_of_phi_('Gas_node_4', 'Gas', 'Gas')",4.938928491218251,3.380495122387318,2.8133364678786914,3.001256476550861,2.044375681915319,2.4417154120710256,2.572019563720446,3.2952443487480534,2.3617906695529536,2.269495713488788,1.9633752193842773,3.4501998632468025,2.3353441259915706,4.787827020198166,4.341806706833537,1.9631817051358462,2.300385558802119,3.5261963342710114,2.3087023624006004,2.0527751576121256,4.6327517011420625,3.2486699738470515,2.9296629783187367,4.119411284118379,4.152552391197725,2.2661776429929676,2.0453400403356916,2.7342474084034065,2.6840942392647085,2.9816822585138323,3.6527961493613827,3.5779033647783343,4.89239562718987,2.089348745488741,2.709685084543573,2.5304701647845733,4.454253451728775,2.321785224181533,2.2885168915416,2.9674250258599493,2.612863196139911,2.504494199070554,2.347793976756536,4.917777022092582,2.897118580156778,4.183946918536707,3.0413771720704106,1.975538623097001,5.143512039100164,4.260203224656586,4.895489220185877,5.138988961856397,4.194850019202928,2.1040871270329746,2.889909764293681,2.3767829434997356,2.6951540358531387,1.967046417312315,2.7728995350909025,4.959255013793018,2.3344217244852943,4.320553492903937,2.854923913566682,2.786057052507336,5.233762302569051,5.277792954374574,3.244269004034189,3.974440534412685,2.159410275689083,2.434173103280648,4.766088106178818,3.152662992790612,2.911515089608606,3.7145577906491223,1.9649134426088521,3.4309323043509505,3.036909426991213,4.154001540092299,2.290795742907092,5.029084575871248,1.9616113355876819,2.3024911530870553,3.426699729343706,3.7085753004304127,2.3086143397796963,2.102867468027903,4.457069540797122,2.5287299949589737,3.27285729235362,3.4206875799999086,2.836533015386541,3.393856974596796,3.0137671921412426,4.608749861746767,2.266843566096839,3.7077540578165293,2.353167278638729,2.660037592823815,3.5340984376764073,2.548268455276778,2.6329935278354313,3.913839667970213,1.9873397244916728,2.895818619641606,5.016208591394862,5.0059446132003425,2.0492468676667577,2.3533159173997493,2.428149511138703,4.9619206045486255,4.2524672928233995,4.3039924104734935,2.5422247128549373,2.230591124290985,4.444970680762664,4.059597110334578,3.7268685323838158,4.842154340727037,3.7988594502710984,1.9311751448911159,4.333047677512097,2.467284343064566,3.6712818912553615,4.876951262054183,2.147893797598744,2.0033653560138323,2.0608850720892935,3.2727582829029136,2.4919894613315257,3.2597012195974133,3.930325201025394,2.312843275419409,3.76662926034058,2.3735765270463527,3.1600550372181258,4.514775124277236,4.4444409271728675,2.038253232248979,2.8752578857378777,2.5249794550841984,1.8049109201104472,3.8312782259580502,3.4715513087263803,2.2854926838399594,3.7811048288967757,3.084154481693708,2.7916528220996986,1.857710623057543,1.9467226358456924,4.535271381447018,3.200567185473367,0.9826696149241099,1.8049109201104472,5.277792954374574,2.948544002089343,1.8049109201104472,2.3384565886828117,2.948544002089343,3.9634117010658625
"utility_of_demand_('Gas_node_4', 'Gas', 'Gas')",9.634387391416423,6.317284864533091,4.876454915547952,5.373971841061756,3.3095428347836218,3.756777074578659,4.315286730732899,5.859293330908412,3.781737233379862,3.736260593813461,3.113283610691576,6.17395347193557,3.7763189500491228,8.633554327022765,8.163643274141785,3.1127670983484523,3.8183861798289738,6.466509207395209,3.7090463429204026,3.355605385619113,8.957064519358145,5.736928860360455,5.0869425915705975,7.448355610940977,7.659587566623377,3.6025773449226097,3.213573277253822,4.834618102452126,4.790658657397794,5.051953714147164,6.959436410808014,6.501277406834574,9.505894032086536,3.219420009312095,4.669492007287977,4.321711260851064,8.183997168552951,3.8684278465667736,3.601692287544179,4.939528320890034,4.78073149737135,4.012375112025296,3.8738701569586182,8.823955010025077,4.906534226780241,8.180762240128402,5.593466585667816,3.0365920009586236,9.683185321411251,7.9314277885792945,9.331259114934726,8.857470446421102,8.055203110326715,3.498001719849042,5.168235002600369,3.706827661762307,4.66047667640815,3.0666088140727843,4.536444190365683,9.519192010837566,3.9474681530848637,7.443360454048531,4.978291099072447,4.787315270999346,9.198996214413718,9.637606911029858,5.6308060801889885,6.8692764125110966,3.4491131964099915,4.102452132256655,9.327987323344436,5.794276905391526,5.538154005184119,7.122087934548325,3.0611029472246236,5.829779879093838,5.2781059664163665,8.094924339802558,3.460244327030303,9.23799909142442,3.148178476247096,3.582443143077645,5.907667821822563,6.5159800487310795,3.8053361362798124,3.305024760377179,8.475320953526118,3.856902482095291,5.903943117434652,6.086124128714199,4.765231254821888,5.82618011207327,5.408284780797437,8.94822240741412,3.664084344787109,6.850690317498642,3.8215675436867924,4.630638937854594,6.487985216395353,4.118980005091092,4.201256499275999,7.156024896760051,3.119187965880576,4.998273611081412,9.673389386699574,9.645547538896743,3.121925257587622,3.7041417437978787,3.947455397892641,8.9324103702347,8.378257528990765,8.361949447311789,4.4843651908982345,3.4615731490071355,7.90932821737568,6.745557584347376,6.02908116718011,9.54160853366716,6.349011269530875,2.881932042941132,7.750067976505143,4.115867953301659,6.422481217076792,8.994541368273778,3.36373374806362,3.2870638170674455,3.2535143002371094,5.613318427385961,3.9820964236018632,5.978824093133463,6.862595073947649,3.661121040042228,6.197658263398638,3.9415897798386808,5.186529455481289,8.632672932034028,8.029721327072549,3.1954280313395937,4.790641965279347,4.003238828008602,2.86690293609551,7.326449697124809,6.219480273334397,3.931827741880167,7.0636115566606845,5.6027395274116065,4.814777169071716,2.888444541636455,3.129502388065095,8.40125233583897,5.631386173078154,2.0632192572381274,2.86690293609551,9.683185321411251,5.127588797085483,2.86690293609551,3.808598647167103,5.127588797085483,7.147540656207119
"alpha_('Gas_node_5', 'Gas', 'Gas')",0.6678044286029983,0.5816599055250076,0.6511366427805984,0.5905352997841464,0.48610174605042283,0.4811379028354262,0.5246053073232041,0.6666151498937186,0.6418878020950852,0.657412900713017,0.6666014826209644,0.5010023998168769,0.510486949309191,0.47521158664989727,0.6380399445458949,0.6630459822288225,0.5481931245156408,0.5997070270402314,0.487654622535062,0.6740433961727593,0.6583512093712793,0.6851799303166034,0.6454095214736714,0.6623924556010632,0.4564586414003246,0.6275700990099218,0.5303573864943214,0.6742681390060175,0.6433573274004882,0.6582209924214171,0.6454041357044831,0.5146400925865111,0.6397848319961672,0.4764861885872709,0.6601688946106239,0.6569058176216027,0.5039730656979777,0.6468074199855017,0.5611568976168176,0.5238678845081995,0.6417010579963479,0.505213955172828,0.45618893010222894,0.4969284011139812,0.5294141730679286,0.6582904472640808,0.6829401406132259,0.5176016482503378,0.6047122099612736,0.5465826836001586,0.6863683848024618,0.5794062620878847,0.6762926085340616,0.4782281571450832,0.6837843068897436,0.49342770300786026,0.6818932495090779,0.5143181135505217,0.4765599723504166,0.5549691275589405,0.6256422325809101,0.5259080263324759,0.5962326083347969,0.5734461035445425,0.5431009821760724,0.5891117656565825,0.5117352904757151,0.6208919822337347,0.45090658328375854,0.6730082697859794,0.5799438601011071,0.6234509717944208,0.6288647987126101,0.611719092465693,0.5380588418162159,0.467321704194765,0.6101827394526699,0.5298800886646402,0.5259653210720296,0.654362873193323,0.6235289248285536,0.5226974732779879,0.5248520327949602,0.5486776552320597,0.547237053048677,0.5215755106872376,0.48109998689382044,0.5515752986390071,0.676563426443536,0.6133272340435649,0.6675344531941129,0.5984697857947119,0.5228483498455619,0.5822241060378218,0.45059758790322796,0.5194740575352901,0.5538451112575562,0.589928341399442,0.6078912319382184,0.5622831609353822,0.5567952157528757,0.5018738167977798,0.564253959092602,0.6671438705291123,0.6418643523344779,0.4912938116460124,0.4708848470287193,0.574414663183618,0.6026589817260972,0.5310792566005161,0.6472490008746141,0.631073608264792,0.6122400792019429,0.5045036161057481,0.49837083582746905,0.45637186320952905,0.5093601475964353,0.5647227771502007,0.6547769417877856,0.46800790629597044,0.5501316190438517,0.6018955975293463,0.49724223091222614,0.6179035618179174,0.569348271430109,0.5091538592746567,0.6082163458712728,0.4518329742803828,0.6310318601790809,0.6356191037331956,0.4761235860938748,0.5527051450238333,0.4927831582822502,0.6807950365640013,0.5750170432066752,0.46257249978781007,0.5104072664302571,0.6544400579033389,0.5602334228430295,0.6431605510540324,0.6109856869137593,0.6879893457171741,0.5936467373600485,0.6788895218697346,0.664798792564829,0.5977816183919278,0.6234134602907424,0.5718486708237862,0.6501688284010281,0.5822084169268431,0.5779047653610517,0.06970541014864666,0.45059758790322796,0.6879893457171741,0.5808018828130573,0.45059758790322796,0.5180697505715759,0.5808018828130573,0.6428423638142956
